Termino,Repeticiones,Libro_Origen,Palabra,Num_Libros_Con_Termino,Es_Global,TFIDF_like,Saga,Mundo,Orden_Publicacion,Anio_Publicacion
Intención,3,El metal perdido,Intención,3,true,4.621335122841447,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Adonalsium,3,El metal perdido,Adonalsium,5,true,3.088858251543474,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Capricho,3,TOTAL,Capricho,3,true,,,,,
Miles Dagouter,3,Aleacion de Ley,Miles Dagouter,1,false,7.917171988845775,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Fragmentación,3,TOTAL,Fragmentación,3,true,,,,,
Allrianne Cett,3,TOTAL,Allrianne Cett,2,false,,,,,
Miles Dagouter,3,TOTAL,Miles Dagouter,1,false,,,,,
Kelsier,2,Aleacion de Ley,Kelsier,7,true,1.3862943611198906,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Eje,2,Brazales de duelo,Eje,9,true,0.8836655045580785,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Roshar,2,Brazales de duelo,Roshar,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Investidura,2,Danzante del Filo,Investidura,9,true,0.8836655045580785,,,,
Hoid,2,El Heroe de las Eras,Hoid,9,true,0.8836655045580785,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Palona,2,El Ritmo de la Guerra,Palona,3,true,3.080890081894298,El Archivo de las Tormentas,Roshar,4,2020
Investidura,2,El metal perdido,Investidura,9,true,0.8836655045580785,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Conservación,2,Aleacion de Ley,Conservación,7,true,1.3862943611198906,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Sel,2,Aleacion de Ley,Sel,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Syl,2,Brazales de duelo,Syl,5,true,2.0592388343623163,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Aliento,2,Danzante del Filo,Aliento,13,true,0.14821594430744367,,,,
Dominio,2,El Imperio Final,Dominio,5,true,2.0592388343623163,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Lasca,2,El Imperio Final,Lasca,10,true,0.6729444732424257,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Dominio,2,El Pozo de la Ascension,Dominio,5,true,2.0592388343623163,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Paige,2,El metal perdido,Paige,3,true,3.080890081894298,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Lasca,2,El metal perdido,Lasca,10,true,0.6729444732424257,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Luzdeplata,2,El metal perdido,Luzdeplata,1,false,5.278114659230517,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Eje,2,Esquirla del Amanecer,Eje,9,true,0.8836655045580785,,,,
Hoid,2,Juramentada,Hoid,9,true,0.8836655045580785,El Archivo de las Tormentas,Roshar,3,2017
Cántico,2,Juramentada,Cántico,6,true,1.6945957207744073,El Archivo de las Tormentas,Roshar,3,2017
Roshar,2,Sombras de identidad,Roshar,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Sel,2,Brazales de duelo,Sel,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Ruina,2,El Ritmo de la Guerra,Ruina,8,true,1.1192315758708453,El Archivo de las Tormentas,Roshar,4,2020
Astilla,2,El metal perdido,Astilla,10,true,0.6729444732424257,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Shalash,2,Juramentada,Shalash,3,true,3.080890081894298,El Archivo de las Tormentas,Roshar,3,2017
Astilla,2,Palabras radiantes,Astilla,10,true,0.6729444732424257,El Archivo de las Tormentas,Roshar,2,2014
Elend,2,Sombras de identidad,Elend,6,true,1.6945957207744073,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Kelsier,2,Brazales de duelo,Kelsier,7,true,1.3862943611198906,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Elend,2,Brazales de duelo,Elend,6,true,1.6945957207744073,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Vin,2,Brazales de duelo,Vin,6,true,1.6945957207744073,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Dominio,2,El Heroe de las Eras,Dominio,5,true,2.0592388343623163,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Cántico,2,El Ritmo de la Guerra,Cántico,6,true,1.6945957207744073,El Archivo de las Tormentas,Roshar,4,2020
Ambición,2,El Ritmo de la Guerra,Ambición,1,false,5.278114659230517,El Archivo de las Tormentas,Roshar,4,2020
Conservación,2,El Ritmo de la Guerra,Conservación,7,true,1.3862943611198906,El Archivo de las Tormentas,Roshar,4,2020
Tanavast,2,El camino de los reyes,Tanavast,4,true,2.505525936990736,El Archivo de las Tormentas,Roshar,1,2010
Eje,2,El metal perdido,Eje,9,true,0.8836655045580785,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Sel,2,El metal perdido,Sel,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Scadrial,2,Juramentada,Scadrial,6,true,1.6945957207744073,El Archivo de las Tormentas,Roshar,3,2017
Alomancia,2,Juramentada,Alomancia,9,true,0.8836655045580785,El Archivo de las Tormentas,Roshar,3,2017
Fortuna,2,Juramentada,Fortuna,4,true,2.505525936990736,El Archivo de las Tormentas,Roshar,3,2017
Yalb,2,Juramentada,Yalb,4,true,2.505525936990736,El Archivo de las Tormentas,Roshar,3,2017
Dabbid,2,Palabras radiantes,Dabbid,4,true,2.505525936990736,El Archivo de las Tormentas,Roshar,2,2014
Esfera,2,Sombras de identidad,Esfera,11,true,0.4823241136337761,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Sel,2,Sombras de identidad,Sel,8,true,1.1192315758708453,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Invención,2,TOTAL,Invención,2,false,,,,,
Luzdeplata,2,TOTAL,Luzdeplata,1,false,,,,,
Templeton Fig,2,Brazales de duelo,Templeton Fig,1,false,5.278114659230517,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Sangre Espectral,2,El camino de los reyes,Sangre Espectral,5,true,2.0592388343623163,El Archivo de las Tormentas,Roshar,1,2010
Ambición,2,TOTAL,Ambición,1,false,,,,,
Resonancia,2,TOTAL,Resonancia,2,false,,,,,
Edwarn Ladrian,2,Aleacion de Ley,Edwarn Ladrian,3,true,3.080890081894298,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Allrianne Cett,2,El Pozo de la Ascension,Allrianne Cett,2,false,3.8918202981106265,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Philen Frandeu,2,El Pozo de la Ascension,Philen Frandeu,1,false,5.278114659230517,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Edwarn Ladrian,2,Sombras de identidad,Edwarn Ladrian,3,true,3.080890081894298,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Philen Frandeu,2,TOTAL,Philen Frandeu,1,false,,,,,
Templeton Fig,2,TOTAL,Templeton Fig,1,false,,,,,
Redespíritu,1,Aleacion de Ley,Redespíritu,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Dalinar,1,Danzante del Filo,Dalinar,5,true,1.0296194171811581,,,,
Yanagawn,1,Danzante del Filo,Yanagawn,3,true,1.540445040947149,,,,
Kenton,1,El Imperio Final,Kenton,2,false,1.9459101490553132,Nacidos de la Bruma (Era 1),Scadrial,1,2006
TenSoon,1,El Imperio Final,TenSoon,6,true,0.8472978603872037,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Esfera,1,El Imperio Final,Esfera,11,true,0.24116205681688804,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Esfera,1,El Pozo de la Ascension,Esfera,11,true,0.24116205681688804,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Fortuna,1,El Ritmo de la Guerra,Fortuna,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,4,2020
Dotación,1,El Ritmo de la Guerra,Dotación,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,4,2020
Resonancia,1,El Ritmo de la Guerra,Resonancia,2,false,1.9459101490553132,El Archivo de las Tormentas,Roshar,4,2020
Fragmentación,1,El Ritmo de la Guerra,Fragmentación,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Alomancia,1,El Ritmo de la Guerra,Alomancia,9,true,0.44183275227903923,El Archivo de las Tormentas,Roshar,4,2020
Eje,1,El aliento de los dioses,Eje,9,true,0.44183275227903923,El aliento de los dioses,Nalthis,1,2009
Lasca,1,El aliento de los dioses,Lasca,10,true,0.33647223662121284,El aliento de los dioses,Nalthis,1,2009
Shalash,1,El camino de los reyes,Shalash,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,1,2010
Lhan,1,El camino de los reyes,Lhan,2,false,1.9459101490553132,El Archivo de las Tormentas,Roshar,1,2010
Eje,1,El camino de los reyes,Eje,9,true,0.44183275227903923,El Archivo de las Tormentas,Roshar,1,2010
Invención,1,El camino de los reyes,Invención,2,false,1.9459101490553132,El Archivo de las Tormentas,Roshar,1,2010
Eshonai,1,El camino de los reyes,Eshonai,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,1,2010
Perpendicularidad,1,El metal perdido,Perpendicularidad,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Fragmentación,1,El metal perdido,Fragmentación,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Redespíritu,1,El metal perdido,Redespíritu,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Intención,1,Juramentada,Intención,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Iniciación,1,Juramentada,Iniciación,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Obrodai,1,Juramentada,Obrodai,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,3,2017
Axies,1,Juramentada,Axies,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,3,2017
Eje,1,Juramentada,Eje,9,true,0.44183275227903923,El Archivo de las Tormentas,Roshar,3,2017
Sel,1,Juramentada,Sel,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,3,2017
Astilla,1,Palabras radiantes,Astilla,10,true,0.33647223662121284,El Archivo de las Tormentas,Roshar,2,2014
Humano,1,Palabras radiantes,Humano,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,2,2014
Braize,1,Palabras radiantes,Braize,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,2,2014
Marsh,1,Sombras de identidad,Marsh,5,true,1.0296194171811581,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Astilla,1,Sombras de identidad,Astilla,10,true,0.33647223662121284,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Fortuna,1,Brazales de duelo,Fortuna,4,true,1.252762968495368,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Humano,1,El Heroe de las Eras,Humano,8,true,0.5596157879354227,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Capricho,1,El Pozo de la Ascension,Capricho,3,true,1.540445040947149,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Aliento,1,El Pozo de la Ascension,Aliento,13,true,0.07410797215372183,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Capricho,1,El Ritmo de la Guerra,Capricho,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Invención,1,El Ritmo de la Guerra,Invención,2,false,1.9459101490553132,El Archivo de las Tormentas,Roshar,4,2020
Armonía,1,El Ritmo de la Guerra,Armonía,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,4,2020
Lasca,1,El Ritmo de la Guerra,Lasca,10,true,0.33647223662121284,El Archivo de las Tormentas,Roshar,4,2020
Vivenna,1,El Ritmo de la Guerra,Vivenna,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Sheler,1,El Ritmo de la Guerra,Sheler,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Valentía,1,El aliento de los dioses,Valentía,2,false,1.9459101490553132,El aliento de los dioses,Nalthis,1,2009
Fortuna,1,El camino de los reyes,Fortuna,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,1,2010
Fragmentación,1,El camino de los reyes,Fragmentación,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,1,2010
Odium,1,El metal perdido,Odium,5,true,1.0296194171811581,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Capricho,1,El metal perdido,Capricho,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Bjendal,1,El metal perdido,Bjendal,1,false,2.6390573296152584,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Lasca,1,El metal perdido,Lasca,10,true,0.33647223662121284,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Eje,1,El metal perdido,Eje,9,true,0.44183275227903923,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Humano,1,Juramentada,Humano,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,3,2017
Identidad,1,Juramentada,Identidad,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Tanavast,1,Juramentada,Tanavast,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,3,2017
Éter,1,Juramentada,Éter,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Braize,1,Juramentada,Braize,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Humano,1,Palabras radiantes,Humano,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,2,2014
Ruina,1,Palabras radiantes,Ruina,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,2,2014
Cultivación,1,Palabras radiantes,Cultivación,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,2,2014
Iniciación,1,Palabras radiantes,Iniciación,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,2,2014
Talenel,1,Palabras radiantes,Talenel,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,2,2014
Adonalsium,1,Palabras radiantes,Adonalsium,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,2,2014
Sel,1,Palabras radiantes,Sel,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,2,2014
Potenciación,1,Danzante del Filo,Potenciación,4,true,1.252762968495368,,,,
Astilla,1,El Imperio Final,Astilla,10,true,0.33647223662121284,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Ruina,1,El Pozo de la Ascension,Ruina,8,true,0.5596157879354227,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Devoción,1,El Ritmo de la Guerra,Devoción,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,4,2020
Hoid,1,El Ritmo de la Guerra,Hoid,9,true,0.44183275227903923,El Archivo de las Tormentas,Roshar,4,2020
Treno,1,El Ritmo de la Guerra,Treno,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,4,2020
Redespíritu,1,El Ritmo de la Guerra,Redespíritu,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Éter,1,El Ritmo de la Guerra,Éter,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Eje,1,El aliento de los dioses,Eje,9,true,0.44183275227903923,El aliento de los dioses,Nalthis,1,2009
Sisirinah,1,El aliento de los dioses,Sisirinah,1,false,2.6390573296152584,El aliento de los dioses,Nalthis,1,2009
Resonancia,1,El aliento de los dioses,Resonancia,2,false,1.9459101490553132,El aliento de los dioses,Nalthis,1,2009
Sel,1,El camino de los reyes,Sel,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,1,2010
Adonalsium,1,El camino de los reyes,Adonalsium,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,1,2010
Cultivación,1,El camino de los reyes,Cultivación,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,1,2010
Talenel,1,El camino de los reyes,Talenel,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,1,2010
Cikatriz,1,El metal perdido,Cikatriz,5,true,1.0296194171811581,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Humano,1,El metal perdido,Humano,8,true,0.5596157879354227,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Cuna,1,El metal perdido,Cuna,1,false,2.6390573296152584,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Mythos,1,El metal perdido,Mythos,1,false,2.6390573296152584,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Redespíritu,1,El metal perdido,Redespíritu,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Paige,1,Juramentada,Paige,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,3,2017
Lasca,1,Juramentada,Lasca,10,true,0.33647223662121284,El Archivo de las Tormentas,Roshar,3,2017
Lirin,1,Palabras radiantes,Lirin,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,2,2014
Hoid,1,Sombras de identidad,Hoid,9,true,0.44183275227903923,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Humano,1,Sombras de identidad,Humano,8,true,0.5596157879354227,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Fantasma,1,Sombras de identidad,Fantasma,5,true,1.0296194171811581,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Lasca,1,Aleacion de Ley,Lasca,10,true,0.33647223662121284,Nacidos de la Bruma (Era 2),Scadrial,1,2011
Hoid,1,Brazales de duelo,Hoid,9,true,0.44183275227903923,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Szeth,1,Danzante del Filo,Szeth,5,true,1.0296194171811581,,,,
Cultivación,1,Danzante del Filo,Cultivación,5,true,1.0296194171811581,,,,
Axies,1,Danzante del Filo,Axies,4,true,1.252762968495368,,,,
Eje,1,El Heroe de las Eras,Eje,9,true,0.44183275227903923,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Lasca,1,El Heroe de las Eras,Lasca,10,true,0.33647223662121284,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Cántico,1,El Imperio Final,Cántico,6,true,0.8472978603872037,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Humano,1,El Pozo de la Ascension,Humano,8,true,0.5596157879354227,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Conservación,1,El Pozo de la Ascension,Conservación,7,true,0.6931471805599453,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Cántico,1,El Pozo de la Ascension,Cántico,6,true,0.8472978603872037,Nacidos de la Bruma (Era 1),Scadrial,2,2007
Mem,1,El Ritmo de la Guerra,Mem,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Dominio,1,El Ritmo de la Guerra,Dominio,5,true,1.0296194171811581,El Archivo de las Tormentas,Roshar,4,2020
Ruina,1,El Ritmo de la Guerra,Ruina,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,4,2020
Vasher,1,El Ritmo de la Guerra,Vasher,3,true,1.540445040947149,El Archivo de las Tormentas,Roshar,4,2020
Sel,1,El Ritmo de la Guerra,Sel,8,true,0.5596157879354227,El Archivo de las Tormentas,Roshar,4,2020
Yolen,1,El Ritmo de la Guerra,Yolen,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,4,2020
Humano,1,El aliento de los dioses,Humano,8,true,0.5596157879354227,El aliento de los dioses,Nalthis,1,2009
Astilla,1,El aliento de los dioses,Astilla,10,true,0.33647223662121284,El aliento de los dioses,Nalthis,1,2009
Honor,1,El metal perdido,Honor,6,true,0.8472978603872037,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Mem,1,El metal perdido,Mem,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Axies,1,El metal perdido,Axies,4,true,1.252762968495368,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Nalthis,1,El metal perdido,Nalthis,2,false,1.9459101490553132,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Dominio,1,El metal perdido,Dominio,5,true,1.0296194171811581,Nacidos de la Bruma (Era 2),Scadrial,4,2022
Kalak,1,Palabras radiantes,Kalak,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,2,2014
Nale,1,Palabras radiantes,Nale,4,true,1.252762968495368,El Archivo de las Tormentas,Roshar,2,2014
Treno,1,TOTAL,Treno,1,false,,,,,
Bjendal,1,TOTAL,Bjendal,1,false,,,,,
Yolen,1,TOTAL,Yolen,1,false,,,,,
Sisirinah,1,TOTAL,Sisirinah,1,false,,,,,
Teoría Realmática,1,El Ritmo de la Guerra,Teoría Realmática,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,4,2020
Themos Tresting,1,El Imperio Final,Themos Tresting,1,false,2.6390573296152584,Nacidos de la Bruma (Era 1),Scadrial,1,2006
Esquirla del Amanecer,1,El camino de los reyes,Esquirla del Amanecer,1,false,2.6390573296152584,El Archivo de las Tormentas,Roshar,1,2010
Devoción,1,TOTAL,Devoción,1,false,,,,,
Mythos,1,TOTAL,Mythos,1,false,,,,,
Dotación,1,TOTAL,Dotación,1,false,,,,,
Obrodai,1,TOTAL,Obrodai,1,false,,,,,
Cuna,1,TOTAL,Cuna,1,false,,,,,
Edwarn Ladrian,1,Brazales de duelo,Edwarn Ladrian,3,true,1.540445040947149,Nacidos de la Bruma (Era 2),Scadrial,3,2016
Edgard Ladrian,1,Sombras de identidad,Edgard Ladrian,1,false,2.6390573296152584,Nacidos de la Bruma (Era 2),Scadrial,2,2015
Allrianne Cett,1,El Heroe de las Eras,Allrianne Cett,2,false,1.9459101490553132,Nacidos de la Bruma (Era 1),Scadrial,3,2008
Edgard Ladrian,1,TOTAL,Edgard Ladrian,1,false,,,,,
Teoría Realmática,1,TOTAL,Teoría Realmática,1,false,,,,,
Themos Tresting,1,TOTAL,Themos Tresting,1,false,,,,,
Esquirla del Amanecer,1,TOTAL,Esquirla del Amanecer,1,false,,,,,
